borrower_id,segment,gst_filing_notes,collection_call_notes,label_bankrupt
MSME04138,MSME,Regular GST compliance maintained. No late filing flags in Dec. || Regular GST compliance maintained. No late filing flags in Jan. || Steady monthly turnover reported in GST filings; no anomalies for Aug.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04139,MSME,Regular GST compliance maintained. No late filing flags in Oct. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04140,MSME,Repeated late filing pattern observed for Apr; compliance risk noted. || GST return for May filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Nov.,Call escalated - borrower reported delay in receivables from customers. || Field visit report notes shutdown/reduced operations at business premises.,0
MSME04141,MSME,Regular GST compliance maintained. No late filing flags in Oct. || GST return for Dec filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04142,MSME,Steady monthly turnover reported in GST filings; no anomalies for Aug. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || GST return for Jan filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04143,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jul. || Regular GST compliance maintained. No late filing flags in Jun.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04144,MSME,GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04145,MSME,Turnover declared in Feb filing dropped sharply versus prior period. || Regular GST compliance maintained. No late filing flags in Apr.,Call escalated - borrower reported delay in receivables from customers. || Complaint logged: borrower disputes penalty charges amid repayment difficulty.,0
MSME04146,MSME,Steady monthly turnover reported in GST filings; no anomalies for Oct. || GST return for Apr filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04147,MSME,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GST return for Jan filed within due date. ITC claims reconciled.,Borrower unresponsive to last two collection calls. || Call escalated - borrower reported delay in receivables from customers.,0
MSME04148,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME04149,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || Regular GST compliance maintained. No late filing flags in May.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04150,MSME,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME04151,MSME,Regular GST compliance maintained. No late filing flags in Aug. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04152,MSME,GST return for Nov filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Oct.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04153,MSME,Regular GST compliance maintained. No late filing flags in Mar. || GST return for Dec filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04154,MSME,Repeated late filing pattern observed for Dec; compliance risk noted. || GST return for Mar filed within due date. ITC claims reconciled. || GST return for Feb filed within due date. ITC claims reconciled.,"Field visit report notes shutdown/reduced operations at business premises. || Borrower reachable, no dispute raised, account in good standing.",1
MSME04155,MSME,GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GST return for Jan filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04156,MSME,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Oct. || Regular GST compliance maintained. No late filing flags in Jan.,"Field visit report notes shutdown/reduced operations at business premises. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04157,MSME,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GST return for Jun filed within due date. ITC claims reconciled. || GST return for Sep filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jul.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04158,MSME,GST return for Mar filed within due date. ITC claims reconciled. || GST return for Jul filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jan.,Courtesy call completed. No stress indicators noted.,0
MSME04159,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || GST return for Jun filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Feb.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04160,MSME,GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04161,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Sep. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME04162,MSME,GST return for May filed within due date. ITC claims reconciled. || GST return for Dec filed within due date. ITC claims reconciled. || GST return for Feb filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04163,MSME,Steady monthly turnover reported in GST filings; no anomalies for Mar. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GST return for Dec filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04164,MSME,Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,Courtesy call completed. No stress indicators noted.,0
MSME04165,MSME,GST return for Jan filed within due date. ITC claims reconciled. || GST return for Mar filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
